Symbol,Approved_Symbol
rs34799245,rs34799245
rs34801601,rs34801601
rs34820624,rs34820624
rs34826680,rs34826680
rs34838228,rs34838228
rs34845851,rs34845851
rs34848616,rs34848616
rs34853606,rs34853606
rs34862148,rs34862148
rs34864329,rs34864329
rs34864601,rs34864601
rs34886860,rs34886860
rs34889680,rs34889680
rs34892122,rs34892122
rs34911769,rs34911769
rs34912577,rs34912577
rs34922853,rs34922853
rs34927449,rs34927449
rs34935371,rs34935371
rs34941118,rs34941118
rs34962624,rs34962624
rs34965362,rs34965362
rs34968846,rs34968846
rs34970860,rs34970860
rs34978347,rs34978347
rs34990098,rs34990098
rs34993338,rs34993338
rs34998104,rs34998104
rs35003158,rs35003158
rs35008427,rs35008427
rs35010867,rs35010867
rs35012668,rs35012668
rs35018771,rs35018771
rs35020566,rs35020566
rs35042277,rs35042277
rs35046595,rs35046595
rs35047424,rs35047424
rs35047680,rs35047680
rs35059823,rs35059823
rs35061035,rs35061035
rs35066183,rs35066183
rs35070074,rs35070074
rs35084723,rs35084723
rs35103113,rs35103113
rs35104620,rs35104620
rs35112679,rs35112679
rs35123345,rs35123345
rs35127224,rs35127224
rs35143347,rs35143347
rs35144178,rs35144178
rs35145982,rs35145982
rs35181645,rs35181645
rs35187222,rs35187222
rs35192165,rs35192165
rs35192307,rs35192307
rs35229608,rs35229608
rs35253824,rs35253824
rs35258034,rs35258034
rs35260452,rs35260452
rs35263523,rs35263523
rs35273662,rs35273662
rs35275806,rs35275806
rs35293082,rs35293082
rs35309129,rs35309129
rs35328434,rs35328434
rs35331732,rs35331732
rs35332022,rs35332022
rs35334522,rs35334522
rs35334580,rs35334580
rs35336516,rs35336516
rs35346884,rs35346884
rs35347173,rs35347173
rs35347667,rs35347667
rs35351083,rs35351083
rs35367491,rs35367491
rs35373560,rs35373560
rs35379718,rs35379718
rs35380003,rs35380003
rs35382781,rs35382781
rs35385433,rs35385433
rs35386841,rs35386841
rs35403257,rs35403257
rs35407842,rs35407842
rs35410025,rs35410025
rs35416924,rs35416924
rs35420072,rs35420072
rs35424041,rs35424041
rs35426256,rs35426256
rs35427146,rs35427146
rs35428879,rs35428879
rs35443891,rs35443891
rs35447057,rs35447057
rs35455286,rs35455286
rs35460248,rs35460248
rs35460709,rs35460709
rs35460755,rs35460755
rs35461989,rs35461989
rs35462079,rs35462079
rs35473000,rs35473000
rs35474522,rs35474522
rs35486211,rs35486211
rs35500527,rs35500527
rs35502836,rs35502836
rs35510501,rs35510501
rs35516951,rs35516951
rs35527480,rs35527480
rs35554655,rs35554655
rs35559545,rs35559545
rs35575841,rs35575841
rs35578192,rs35578192
rs35586903,rs35586903
rs35596261,rs35596261
rs35596554,rs35596554
rs35598711,rs35598711
rs35602033,rs35602033
rs35606621,rs35606621
rs35609337,rs35609337
rs35615094,rs35615094
rs35617376,rs35617376
rs35623976,rs35623976
rs35625800,rs35625800
rs35629050,rs35629050
rs35634289,rs35634289
rs35644521,rs35644521
rs35644738,rs35644738
rs35649899,rs35649899
rs35654669,rs35654669
rs35666656,rs35666656
rs35667035,rs35667035
rs35679296,rs35679296
rs35682110,rs35682110
rs35689093,rs35689093
rs35689124,rs35689124
rs35690464,rs35690464
rs35706187,rs35706187
rs35708557,rs35708557
rs35709445,rs35709445
rs35714934,rs35714934
rs35722818,rs35722818
rs35725254,rs35725254
rs35736309,rs35736309
rs35746320,rs35746320
rs35748261,rs35748261
rs35760452,rs35760452
rs35760511,rs35760511
rs35761519,rs35761519
rs35764766,rs35764766
rs35765651,rs35765651
rs35773247,rs35773247
rs35778301,rs35778301
rs35780494,rs35780494
rs35784071,rs35784071
rs35785526,rs35785526
rs35788359,rs35788359
rs35793898,rs35793898
rs35800510,rs35800510
rs35802200,rs35802200
rs35814333,rs35814333
rs35829385,rs35829385
rs35842139,rs35842139
rs35846739,rs35846739
rs35853626,rs35853626
rs35856945,rs35856945
rs35859462,rs35859462
rs35860463,rs35860463
rs35862115,rs35862115
rs35864009,rs35864009
rs35871392,rs35871392
rs35872294,rs35872294
rs35880776,rs35880776
rs35888288,rs35888288
rs35890934,rs35890934
rs35890943,rs35890943
rs35897322,rs35897322
rs35929464,rs35929464
rs35930259,rs35930259
rs35937900,rs35937900
rs35939866,rs35939866
rs35941908,rs35941908
rs35944329,rs35944329
rs35947020,rs35947020
rs35994834,rs35994834
rs36000548,rs36000548
rs36005509,rs36005509
rs36009378,rs36009378
rs36013672,rs36013672
rs36015037,rs36015037
rs36024765,rs36024765
rs36034603,rs36034603
rs36036803,rs36036803
rs36039118,rs36039118
rs36041311,rs36041311
rs36046287,rs36046287
rs36052069,rs36052069
rs36052876,rs36052876
rs36067476,rs36067476
rs36078317,rs36078317
rs36079554,rs36079554
rs36085236,rs36085236
rs36098138,rs36098138
rs36104281,rs36104281
rs36109305,rs36109305
rs36112523,rs36112523
rs36117258,rs36117258
rs36117966,rs36117966
rs36119463,rs36119463
rs36126792,rs36126792
rs36126885,rs36126885
rs36127010,rs36127010
rs36127137,rs36127137
rs36127250,rs36127250
rs36127296,rs36127296
rs36127320,rs36127320
rs36127353,rs36127353
rs36127650,rs36127650
rs36127902,rs36127902
rs36127994,rs36127994
rs36128110,rs36128110
rs36128132,rs36128132
rs36128227,rs36128227
rs36128301,rs36128301
rs36128519,rs36128519
rs36128544,rs36128544
rs36128572,rs36128572
rs36128709,rs36128709
rs36129000,rs36129000
rs36129030,rs36129030
rs36129066,rs36129066
rs36129113,rs36129113
rs36129320,rs36129320
rs36129392,rs36129392
rs36129612,rs36129612
rs36129689,rs36129689
rs36129700,rs36129700
rs36129738,rs36129738
rs36129865,rs36129865
rs36130065,rs36130065
rs36130106,rs36130106
rs36130116,rs36130116
rs36130320,rs36130320
rs36130325,rs36130325
rs36130567,rs36130567
rs36130637,rs36130637
rs36130655,rs36130655
rs36130726,rs36130726
rs36130765,rs36130765
rs36130859,rs36130859
rs36130979,rs36130979
rs36131019,rs36131019
rs36131169,rs36131169
rs36131245,rs36131245
rs36131384,rs36131384
rs36131401,rs36131401
rs36131465,rs36131465
rs36131756,rs36131756
rs36131905,rs36131905
rs36131925,rs36131925
rs36132014,rs36132014
rs36132196,rs36132196
rs36132442,rs36132442
rs36132668,rs36132668
rs36132945,rs36132945
rs36132983,rs36132983
rs36132999,rs36132999
rs36133097,rs36133097
rs36133138,rs36133138
rs36133296,rs36133296
rs36133373,rs36133373
rs36133508,rs36133508
rs36133572,rs36133572
rs36133597,rs36133597
rs36133633,rs36133633
rs36133672,rs36133672
rs36133705,rs36133705
rs36133717,rs36133717
rs36133869,rs36133869
rs36133996,rs36133996
rs36134051,rs36134051
rs36134232,rs36134232
rs36134233,rs36134233
rs36134349,rs36134349
rs36134790,rs36134790
rs36134821,rs36134821
rs36134963,rs36134963
rs36135124,rs36135124
rs36135160,rs36135160
rs36135357,rs36135357
rs36135389,rs36135389
rs36135496,rs36135496
rs36135799,rs36135799
rs36135815,rs36135815
rs36135903,rs36135903
rs36135911,rs36135911
rs36135949,rs36135949
rs36136029,rs36136029
rs36136375,rs36136375
rs36136409,rs36136409
rs36136447,rs36136447
rs36136527,rs36136527
rs36136650,rs36136650
rs36136712,rs36136712
rs36136790,rs36136790
rs36136832,rs36136832
rs36136992,rs36136992
rs36137068,rs36137068
rs36137113,rs36137113
rs36137260,rs36137260
rs36137370,rs36137370
rs36137402,rs36137402
rs36137473,rs36137473
rs36137562,rs36137562
rs36137668,rs36137668
rs36137865,rs36137865
rs36137912,rs36137912
rs36138272,rs36138272
rs36138367,rs36138367
rs36138402,rs36138402
rs36138458,rs36138458
rs36138526,rs36138526
rs36138571,rs36138571
rs36138617,rs36138617
rs36138737,rs36138737
rs36139130,rs36139130
rs36139410,rs36139410
rs36139488,rs36139488
rs36139528,rs36139528
rs36139595,rs36139595
rs36139625,rs36139625
rs36139636,rs36139636
rs36140018,rs36140018
rs36140137,rs36140137
rs36140193,rs36140193
rs36140257,rs36140257
rs36140274,rs36140274
rs36140293,rs36140293
rs36140309,rs36140309
rs36140316,rs36140316
rs36140406,rs36140406
rs36140772,rs36140772
rs36140883,rs36140883
rs36141025,rs36141025
rs36141163,rs36141163
rs36141383,rs36141383
rs36141405,rs36141405
rs36141460,rs36141460
rs36141536,rs36141536
rs36141702,rs36141702
rs36141758,rs36141758
rs36141933,rs36141933
rs36142029,rs36142029
rs36142218,rs36142218
rs36142241,rs36142241
rs36142249,rs36142249
rs36142275,rs36142275
rs36142326,rs36142326
rs36142505,rs36142505
rs36142548,rs36142548
rs36142639,rs36142639
rs36142672,rs36142672
rs36142682,rs36142682
rs36142698,rs36142698
rs36142808,rs36142808
rs36142851,rs36142851
rs36142867,rs36142867
rs36142880,rs36142880
rs36142939,rs36142939
rs36143065,rs36143065
rs36143109,rs36143109
rs36143314,rs36143314
rs36143376,rs36143376
rs36143395,rs36143395
rs36143825,rs36143825
rs36143873,rs36143873
rs36144102,rs36144102
rs36144126,rs36144126
rs36144232,rs36144232
rs36144265,rs36144265
rs36144285,rs36144285
rs36144359,rs36144359
rs36144406,rs36144406
rs36144442,rs36144442
rs36144466,rs36144466
rs36144558,rs36144558
rs36144640,rs36144640
rs36144660,rs36144660
rs36145077,rs36145077
rs36145093,rs36145093
rs36145128,rs36145128
rs36145141,rs36145141
rs36145238,rs36145238
rs36145333,rs36145333
rs36145379,rs36145379
rs36145433,rs36145433
rs36145434,rs36145434
rs36145437,rs36145437
rs36145472,rs36145472
rs36145519,rs36145519
rs36145538,rs36145538
rs36145731,rs36145731
rs36145802,rs36145802
rs36145979,rs36145979
rs36146011,rs36146011
rs36146028,rs36146028
rs36146194,rs36146194
rs36146233,rs36146233
rs36146297,rs36146297
rs36146316,rs36146316
rs36146394,rs36146394
rs36146469,rs36146469
rs36146484,rs36146484
rs36146504,rs36146504
rs36146589,rs36146589
rs36146645,rs36146645
rs36146683,rs36146683
rs36146690,rs36146690
rs36146850,rs36146850
rs36146958,rs36146958
rs36147354,rs36147354
rs36147435,rs36147435
rs36147445,rs36147445
rs36147517,rs36147517
rs36147587,rs36147587
rs36147714,rs36147714
rs36147789,rs36147789
rs36147999,rs36147999
rs36148286,rs36148286
rs36148295,rs36148295
rs36148514,rs36148514
rs36148534,rs36148534
rs36148621,rs36148621
rs36148732,rs36148732
rs36148736,rs36148736
rs36148909,rs36148909
rs36149181,rs36149181
rs36149242,rs36149242
rs36149244,rs36149244
rs36149253,rs36149253
rs36149332,rs36149332
rs36149450,rs36149450
rs36149554,rs36149554
rs36149562,rs36149562
rs36149666,rs36149666
rs36149759,rs36149759
rs36149963,rs36149963
rs36150088,rs36150088
rs36150343,rs36150343
rs36150527,rs36150527
rs36150659,rs36150659
rs36150718,rs36150718
rs36150774,rs36150774
rs36151064,rs36151064
rs36151123,rs36151123
rs36151137,rs36151137
rs36151707,rs36151707
rs36151964,rs36151964
rs36152101,rs36152101
rs36152357,rs36152357
rs36152498,rs36152498
rs36152632,rs36152632
rs36152695,rs36152695
rs36152712,rs36152712
rs36152825,rs36152825
rs36152942,rs36152942
rs36152988,rs36152988
rs36152992,rs36152992
rs36153290,rs36153290
rs36153363,rs36153363
rs36153439,rs36153439
rs36153493,rs36153493
rs36153509,rs36153509
rs36153811,rs36153811
rs36153986,rs36153986
rs36154061,rs36154061
rs36154077,rs36154077
rs36154116,rs36154116
rs36154145,rs36154145
rs36154201,rs36154201
rs36154240,rs36154240
rs36154328,rs36154328
rs36154486,rs36154486
rs36154548,rs36154548
rs36154679,rs36154679
rs36154777,rs36154777
rs36154781,rs36154781
rs36154812,rs36154812
rs36155146,rs36155146
rs36155343,rs36155343
rs36155365,rs36155365
rs36155401,rs36155401
rs36155536,rs36155536
rs36155548,rs36155548
rs36155593,rs36155593
rs36155879,rs36155879
rs36155888,rs36155888
rs36156089,rs36156089
rs36156112,rs36156112
rs36156413,rs36156413
rs36156463,rs36156463
rs36156608,rs36156608
rs36157323,rs36157323
rs36157639,rs36157639
rs36157722,rs36157722
rs36158073,rs36158073
rs36158096,rs36158096
rs36158191,rs36158191
rs36158370,rs36158370
rs36158432,rs36158432
rs36158458,rs36158458
rs36158479,rs36158479
rs36158597,rs36158597
rs36158700,rs36158700
rs36158781,rs36158781
rs36158857,rs36158857
rs36158912,rs36158912
rs36158963,rs36158963
rs36158970,rs36158970
rs36159107,rs36159107
rs36159127,rs36159127
rs36159161,rs36159161
rs36159213,rs36159213
rs36159304,rs36159304
rs36159307,rs36159307
rs36159544,rs36159544
rs36159829,rs36159829
rs36159921,rs36159921
rs36160154,rs36160154
rs36160163,rs36160163
rs36160223,rs36160223
rs36160667,rs36160667
rs36160735,rs36160735
rs36160767,rs36160767
rs36160893,rs36160893
rs36161186,rs36161186
rs36161188,rs36161188
rs36161192,rs36161192
rs36161302,rs36161302
rs36161351,rs36161351
rs36161374,rs36161374
rs36161601,rs36161601
rs36161722,rs36161722
rs36161742,rs36161742
rs36161907,rs36161907
rs36161962,rs36161962
rs36162297,rs36162297
rs36162420,rs36162420
rs36162518,rs36162518
rs36162798,rs36162798
rs36162844,rs36162844
rs36162938,rs36162938
rs36163270,rs36163270
rs36163331,rs36163331
rs36163373,rs36163373
rs36163394,rs36163394
rs36163617,rs36163617
rs36163793,rs36163793
rs36163818,rs36163818
rs36163965,rs36163965
rs36163973,rs36163973
rs36164046,rs36164046
rs36164053,rs36164053
rs36164178,rs36164178
rs36164232,rs36164232
rs36164243,rs36164243
rs36164338,rs36164338
rs36164793,rs36164793
rs36164878,rs36164878
rs36164963,rs36164963
rs36164988,rs36164988
rs36165089,rs36165089
rs36165363,rs36165363
rs36165890,rs36165890
rs36165918,rs36165918
rs36166024,rs36166024
rs36166034,rs36166034
rs36166097,rs36166097
rs36166176,rs36166176
rs36166335,rs36166335
rs36166606,rs36166606
rs36166610,rs36166610
rs36166632,rs36166632
rs36166694,rs36166694
rs36166706,rs36166706
rs36166796,rs36166796
rs36166807,rs36166807
rs36166912,rs36166912
rs36167320,rs36167320
rs36167477,rs36167477
rs36167544,rs36167544
rs36167586,rs36167586
rs36167654,rs36167654
rs36167688,rs36167688
rs36167707,rs36167707
rs36167816,rs36167816
rs36167870,rs36167870
rs36168009,rs36168009
rs36168245,rs36168245
rs36168313,rs36168313
rs36168322,rs36168322
rs36168323,rs36168323
rs36168388,rs36168388
rs36168519,rs36168519
rs36168559,rs36168559
rs36168905,rs36168905
rs36168912,rs36168912
rs36169305,rs36169305
rs36169405,rs36169405
rs36169477,rs36169477
rs36169788,rs36169788
rs36169918,rs36169918
rs36169935,rs36169935
rs36169984,rs36169984
rs36170067,rs36170067
rs36170136,rs36170136
rs36170209,rs36170209
rs36170332,rs36170332
rs36170485,rs36170485
rs36170567,rs36170567
rs36170602,rs36170602
rs36170800,rs36170800
rs36170990,rs36170990
rs36171078,rs36171078
rs36171116,rs36171116
rs36171361,rs36171361
rs36171426,rs36171426
rs36171734,rs36171734
rs36171963,rs36171963
rs36172102,rs36172102
rs36172133,rs36172133
rs36172154,rs36172154
rs36172276,rs36172276
rs36172386,rs36172386
rs36172395,rs36172395
rs36172441,rs36172441
rs36172724,rs36172724
rs36172779,rs36172779
rs36172818,rs36172818
rs36172921,rs36172921
rs36172941,rs36172941
rs36172947,rs36172947
rs36173025,rs36173025
rs36173037,rs36173037
rs36173336,rs36173336
rs36173507,rs36173507
rs36173680,rs36173680
rs36173874,rs36173874
rs36173899,rs36173899
rs36173994,rs36173994
rs36174076,rs36174076
rs36174153,rs36174153
rs36174208,rs36174208
rs36175429,rs36175429
rs36175434,rs36175434
rs36175518,rs36175518
rs36175602,rs36175602
rs36175624,rs36175624
rs36175703,rs36175703
rs36175889,rs36175889
rs36175962,rs36175962
rs36176055,rs36176055
rs36176252,rs36176252
rs36176562,rs36176562
rs36176680,rs36176680
rs36176825,rs36176825
rs36176892,rs36176892
rs36176896,rs36176896
rs36176927,rs36176927
rs36177121,rs36177121
rs36177148,rs36177148
rs36177160,rs36177160
rs36177407,rs36177407
rs36177591,rs36177591
rs36177741,rs36177741
rs36177746,rs36177746
rs36177760,rs36177760
rs36177967,rs36177967
rs36178205,rs36178205
rs36178352,rs36178352
rs36178390,rs36178390
rs36178581,rs36178581
rs36178719,rs36178719
rs36178809,rs36178809
rs36178852,rs36178852
rs36179049,rs36179049
rs36179387,rs36179387
rs36179413,rs36179413
rs36179450,rs36179450
rs36179513,rs36179513
rs36179517,rs36179517
rs36179539,rs36179539
rs36179546,rs36179546
rs36179565,rs36179565
rs36179760,rs36179760
rs36179932,rs36179932
rs36180235,rs36180235
rs36180301,rs36180301
rs36180350,rs36180350
rs36180394,rs36180394
rs36180516,rs36180516
rs36180661,rs36180661
rs36180679,rs36180679
rs36180811,rs36180811
rs36181210,rs36181210
rs36181220,rs36181220
rs36181386,rs36181386
rs36181395,rs36181395
rs36181826,rs36181826
rs36181968,rs36181968
rs36181978,rs36181978
rs36182131,rs36182131
rs36182324,rs36182324
rs36182419,rs36182419
rs36182448,rs36182448
rs36182568,rs36182568
rs36182602,rs36182602
rs36182714,rs36182714
rs36182749,rs36182749
rs36182805,rs36182805
rs36183081,rs36183081
rs36183103,rs36183103
rs36183105,rs36183105
rs36183112,rs36183112
rs36183150,rs36183150
rs36183166,rs36183166
rs36183174,rs36183174
rs36183178,rs36183178
rs36183429,rs36183429
rs36183524,rs36183524
rs36183542,rs36183542
rs36183584,rs36183584
rs36183629,rs36183629
rs36183771,rs36183771
rs36183774,rs36183774
rs36183791,rs36183791
rs36184135,rs36184135
rs36184172,rs36184172
rs36184283,rs36184283
rs36184323,rs36184323
rs36184354,rs36184354
rs36184700,rs36184700
rs36184756,rs36184756
rs36184777,rs36184777
rs36184785,rs36184785
rs36185086,rs36185086
rs36185107,rs36185107
rs36185228,rs36185228
rs36185287,rs36185287
rs36185502,rs36185502
rs36185514,rs36185514
rs36185539,rs36185539
rs36185700,rs36185700
rs36185817,rs36185817
rs36186054,rs36186054
rs36186165,rs36186165
rs36186278,rs36186278
rs36186641,rs36186641
rs36186742,rs36186742
rs36186853,rs36186853
rs36186885,rs36186885
rs36186914,rs36186914
rs36187179,rs36187179
rs36187206,rs36187206
rs36187221,rs36187221
rs36187430,rs36187430
rs36187637,rs36187637
rs36187667,rs36187667
rs36187713,rs36187713
rs36187728,rs36187728
rs36187840,rs36187840
rs36187872,rs36187872
rs36187913,rs36187913
rs36188097,rs36188097
rs36188101,rs36188101
rs36188137,rs36188137
rs36188465,rs36188465
rs36188635,rs36188635
rs36188653,rs36188653
rs36188654,rs36188654
rs36188762,rs36188762
rs36188782,rs36188782
rs36188931,rs36188931
rs36189069,rs36189069
rs36189111,rs36189111
rs36189188,rs36189188
rs36189222,rs36189222
rs36189329,rs36189329
rs36189409,rs36189409
rs36189482,rs36189482
rs36189504,rs36189504
rs36189509,rs36189509
rs36189642,rs36189642
rs36189745,rs36189745
rs36189843,rs36189843
rs36189888,rs36189888
rs36189915,rs36189915
rs36189940,rs36189940
rs36189984,rs36189984
rs36190169,rs36190169
rs36190468,rs36190468
rs36190495,rs36190495
rs36191053,rs36191053
rs36191167,rs36191167
rs36191170,rs36191170
rs36191197,rs36191197
rs36191221,rs36191221
rs36191293,rs36191293
rs36191488,rs36191488
rs36191561,rs36191561
rs36191587,rs36191587
rs36191926,rs36191926
rs36192251,rs36192251
rs36192264,rs36192264
rs36192293,rs36192293
rs36192345,rs36192345
rs36192364,rs36192364
rs36192421,rs36192421
rs36192479,rs36192479
rs36192489,rs36192489
rs36192676,rs36192676
rs36192815,rs36192815
rs36192970,rs36192970
rs36193106,rs36193106
rs36193160,rs36193160
rs36193227,rs36193227
rs36193283,rs36193283
rs36193319,rs36193319
rs36193352,rs36193352
rs36193554,rs36193554
rs36193605,rs36193605
rs36193628,rs36193628
rs36193789,rs36193789
rs36193814,rs36193814
rs36193819,rs36193819
rs36193857,rs36193857
rs36194186,rs36194186
rs36194205,rs36194205
rs36194437,rs36194437
rs36194536,rs36194536
rs36194691,rs36194691
rs36194754,rs36194754
rs36194814,rs36194814
rs36195113,rs36195113
rs36195116,rs36195116
rs36195402,rs36195402
rs36195697,rs36195697
rs36195728,rs36195728
rs36195797,rs36195797
rs36195819,rs36195819
rs36195887,rs36195887
rs36195929,rs36195929
rs36196012,rs36196012
rs36196038,rs36196038
rs36196047,rs36196047
rs36196061,rs36196061
rs36196331,rs36196331
rs36196368,rs36196368
rs36196404,rs36196404
rs36196406,rs36196406
rs36196458,rs36196458
rs36196598,rs36196598
rs36196735,rs36196735
rs36196901,rs36196901
rs36197089,rs36197089
rs36197363,rs36197363
rs36197608,rs36197608
rs36197731,rs36197731
rs36197777,rs36197777
rs36197957,rs36197957
rs36198114,rs36198114
rs36200708,rs36200708
rs36201282,rs36201282
rs36202720,rs36202720
rs36203497,rs36203497
rs36204912,rs36204912
rs36205088,rs36205088
rs36206084,rs36206084
rs36208490,rs36208490
rs36213559,rs36213559
rs36214667,rs36214667
rs36214669,rs36214669
rs36215950,rs36215950
rs36217547,rs36217547
